num_samples,8,16,32,64
1000,0.1753573839345983,0.2913117827945699,0.1677086927173179,0.1963039075976899
2000,0.1678037987737423,0.2565947912174451,0.2351600322502015,0.2248720304501903
5000,0.2361942321942322,0.2873481833481833,0.3381607221607222,0.3320574080574081
10000,0.2087579096894774,0.3019960834990208,0.3845832406458101,0.4127623016905754
